model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,4,0.6184395189494246,0.6170234680175781
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,5,0.6722516054898169,0.6644682884216309
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,6,0.7075480392667379,0.6995167136192322
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,7,0.7276722582103358,0.7197871208190918
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,8,0.7527593423625517,0.7450217008590698
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,9,0.7740899266512693,0.7676432132720947
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,10,0.7853934110888712,0.7803754806518555
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,11,0.7976235063166793,0.8026028275489807
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,12,0.8541765764253975,0.8556094169616699
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,0,0.6116293233631385,0.6188638210296631
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,1,0.6159065043592675,0.6252349019050598
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,2,0.596732368315002,0.6111266016960144
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,3,0.5790414867942796,0.5897881388664246
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,4,0.6508571834710646,0.6539371609687805
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,5,0.6924321472086287,0.688433051109314
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,6,0.7193642722848781,0.7126738429069519
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,7,0.736448734124105,0.7295206189155579
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,8,0.7619134755313046,0.7551194429397583
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,9,0.7863947501873412,0.7809038758277893
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,10,0.7991670016553821,0.7963710427284241
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,11,0.8116350351658956,0.8195688128471375
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_inf,CosF_inf,12,0.863733696231495,0.8658304810523987
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,0,0.10665396456825585,0.06039179489016533
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,1,0.11840884304620614,0.17156340181827545
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,2,0.12669149223358706,0.15370477735996246
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,3,0.13605763673846544,0.1450696587562561
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,4,0.15433951939153073,0.1600174754858017
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,5,0.17723327163420205,0.18001170456409454
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,6,0.22650795050027142,0.22328956425189972
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,7,0.24712269419783123,0.24063614010810852
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,8,0.27041685638492924,0.26182594895362854
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,9,0.3118447165314747,0.29113462567329407
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,10,0.35961382479705084,0.3420528173446655
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,11,0.4482208105796932,0.42920807003974915
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Cls,EucCls,12,0.6223251597454169,0.6177798509597778
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,0,0.6342666562946844,0.6421189904212952
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,1,0.6419789850989954,0.6500065326690674
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,2,0.6658841835189447,0.6743373274803162
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,3,0.6760720706433421,0.6840928792953491
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,4,0.7203712524192312,0.7272237539291382
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,5,0.7553737199025746,0.7598569989204407
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,6,0.7789525309582259,0.7797914743423462
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,7,0.7872859619538047,0.7870891690254211
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,8,0.807663287030245,0.8067224621772766
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,9,0.8236397905327697,0.8238180875778198
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,10,0.8259677552219512,0.829268753528595
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,11,0.8638846639004829,0.8656008839607239
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Avg,EucAvg,12,0.8919891984275774,0.8903860449790955
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,0,0.3490600656714278,0.35144758224487305
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,1,0.3438648181204993,0.3505282402038574
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,2,0.33696402763867705,0.34616634249687195
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,3,0.3413569406797115,0.3488468825817108
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,4,0.3811270272693418,0.39003118872642517
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Euc,Sum,EucSum,5,0.4225388164476508,0.4313333034515381
