model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,11,0.6295440650531268,0.6406339406967163
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,12,0.8521281555702389,0.8444823622703552
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,0,0.40233541694250374,0.5651890635490417
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,1,0.32427052215711827,0.41136106848716736
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,2,0.29265617654451803,0.3866824805736542
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,3,0.2820173318503704,0.36807364225387573
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,4,0.25683876615114865,0.3288549482822418
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,5,0.24742210403056372,0.31625983119010925
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,6,0.24338524915172444,0.25604310631752014
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,7,0.24152915949843518,0.22407202422618866
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,8,0.23845384189185787,0.22506467998027802
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,9,0.23270028302131393,0.22555024921894073
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,10,0.21044426135933275,0.2198096513748169
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,11,0.21918613887076452,0.2485801875591278
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Sum,IcmSum,12,0.3919893141679,0.5227883458137512
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,0,0.486099189902567,0.6306624412536621
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,1,0.43201248958433425,0.5530189275741577
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,2,0.3936975787854042,0.49459925293922424
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,3,0.3908200436857356,0.48871535062789917
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,4,0.3683222954852015,0.4524100422859192
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,5,0.3743527614352171,0.4764178991317749
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,6,0.356937849190366,0.4392056465148926
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,7,0.35153961204005446,0.42836514115333557
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,8,0.35733330341130104,0.4361991286277771
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,9,0.3560819160727467,0.4292776584625244
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,10,0.3656333214887912,0.42261192202568054
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,11,0.4239895241156462,0.48190346360206604
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_ind,IcmF_ind,12,0.6035218505068242,0.6803410649299622
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,0,0.5322278029095333,0.6632154583930969
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,1,0.5518245258965025,0.6551597714424133
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,2,0.5127101028110128,0.5911680459976196
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,3,0.5359211380705804,0.6022612452507019
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,4,0.5349700098343386,0.5793513655662537
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,5,0.5612905593001416,0.5972028374671936
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,6,0.5667919651695984,0.5860592126846313
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,7,0.5637179770471591,0.5733363628387451
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,8,0.5644046174831376,0.5704041123390198
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,9,0.5513271975291881,0.563755452632904
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,F_joint,IcmF_joint,10,0.5751589798185526,0.6014739871025085
